fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed aciditySquared,volatile aciditySquared,citric acidSquared,residual sugarSquared,chloridesSquared,free sulfur dioxideSquared,total sulfur dioxideSquared,densitySquared,pHSquared,sulphatesSquared,alcoholSquared,label
6.4,0.56,0.15,1.8,0.078,17.0,65.0,0.9929399999999999,3.33,0.6,10.5,40.96000000000001,0.31360000000000005,0.0225,3.24,0.006084,289.0,4225.0,0.9859298435999999,11.0889,0.36,110.25,6.0
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,54.760000000000005,0.36,0.06760000000000001,4.41,0.006889000000000001,289.0,8281.0,0.9923347456000001,10.8241,0.31360000000000005,96.04000000000002,6.0
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,46.239999999999995,0.25,0.0121,2.25,0.005625,256.0,2401.0,0.9909207024999999,11.289599999999998,0.6241000000000001,90.25,5.0
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,44.89,0.3844,0.04409999999999999,3.61,0.006241,64.0,3844.0,0.994009,12.3904,0.3364,86.49000000000001,6.0
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.9973200000000001,3.66,0.65,9.8,42.25,0.2116,0.019600000000000003,5.76,0.012996,81.0,1369.0,0.9946471824000002,13.395600000000002,0.42250000000000004,96.04000000000002,5.0
7.2,0.645,0.0,1.9,0.09699999999999999,15.0,39.0,0.99675,3.37,0.58,9.2,51.84,0.41602500000000003,0.0,3.61,0.009408999999999997,225.0,1521.0,0.9935105625,11.356900000000001,0.3364,84.63999999999999,6.0
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,50.41,0.27040000000000003,0.0009,6.760000000000001,0.005776,441.0,8464.0,0.9949065024999999,12.25,0.36,96.04000000000002,5.0
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,50.41,0.36,0.0,3.24,0.005476000000000002,256.0,1156.0,0.9944078399999999,12.0409,0.48999999999999994,98.01,6.0
7.0,0.57,0.02,2.0,0.07200000000000001,17.0,26.0,0.99575,3.36,0.61,10.2,49.0,0.32489999999999997,0.0004,4.0,0.005184000000000001,289.0,676.0,0.9915180625000001,11.289599999999998,0.3721,104.03999999999999,5.0
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,57.76,0.16809999999999997,0.0576,3.24,0.0064,16.0,121.0,0.9924144399999999,10.758399999999998,0.34809999999999997,90.25,5.0
8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,68.89000000000001,0.2916,0.07840000000000001,3.61,0.005929,121.0,1600.0,0.99560484,11.4921,0.3721,100.0,6.0
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,59.290000000000006,0.18489999999999998,0.0625,6.760000000000001,0.0053289999999999995,841.0,3969.0,0.9923148224999999,11.356900000000001,0.3364,110.25,6.0
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,27.040000000000003,0.11560000000000002,0.0,3.24,0.0025000000000000005,729.0,3969.0,0.9832705600000001,13.5424,0.6241000000000001,196.0,6.0
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,139.24,0.06760000000000001,0.27040000000000003,3.24,0.0050409999999999995,36.0,100.0,0.9936102400000001,10.240000000000002,0.5184,104.03999999999999,7.0
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,70.56,0.1369,0.28090000000000004,3.24,0.17056899999999997,81.0,676.0,0.99580441,9.3636,1.1236000000000002,82.80999999999999,6.0
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,73.96,0.2025,0.0961,6.760000000000001,0.007395999999999999,441.0,2500.0,0.9964032399999999,11.356900000000001,0.8281000000000001,98.01,6.0
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,92.16,0.4624000000000001,0.0576,4.840000000000001,0.007568999999999999,25.0,784.0,0.9976014400000001,9.8596,0.36,104.03999999999999,5.0
7.7,0.26,0.26,2.0,0.052000000000000005,19.0,77.0,0.9951,3.15,0.79,10.9,59.290000000000006,0.06760000000000001,0.06760000000000001,4.0,0.0027040000000000007,361.0,5929.0,0.9902240099999999,9.9225,0.6241000000000001,118.81,6.0
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,110.25,0.0576,0.22089999999999999,4.41,0.0043560000000000005,36.0,576.0,0.99560484,9.9225,0.81,121.0,7.0
